brand_model,year,price,transmission,mileage,fuelType,tax,milesPerGallon,engineSize
Ford_Focus,2013,6899,Automatic,22488,Petrol,160,44.1,1.6
Ford_Fiesta,2014,7750,Manual,19384,Petrol,30,54.3,1.2
Ford_Fiesta,2012,4899,Manual,26375,Petrol,125,51.4,1.2
Ford_Focus,2017,10350,Manual,32299,Diesel,145,74.3,1.5
Ford_Focus,2019,18295,Automatic,10677,Petrol,145,41.5,1.0
Ford_Kuga,2018,15995,Manual,34594,Petrol,145,45.6,1.5
Ford_Focus,2016,8995,Manual,37867,Petrol,20,61.4,1.0
Ford_Ka+,2019,9850,Manual,3462,Petrol,145,48.7,1.2
Ford_Fiesta,2018,12795,Automatic,6386,Petrol,145,48.7,1.0
Ford_Fiesta,2017,9500,Manual,15979,Petrol,0,65.7,1.0
Ford_Grand C-MAX,2016,11495,Manual,6679,Petrol,30,54.3,1.0
Ford_Focus,2017,10000,Manual,26488,Diesel,0,74.3,1.5
Ford_Fiesta,2009,2500,Manual,102950,Petrol,150,49.6,1.2
Ford_Kuga,2016,11795,Manual,73730,Diesel,150,54.3,2.0
Ford_KA,2012,3491,Manual,85843,Petrol,30,57.7,1.2
Ford_KA,2010,2991,Manual,91811,Petrol,30,55.4,1.2
Ford_Fiesta,2007,2491,Manual,62596,Petrol,145,47.1,1.2
Ford_Fiesta,2009,2991,Manual,79089,Petrol,145,49.6,1.2
Ford_Fiesta,2011,4491,Manual,38831,Petrol,125,50.4,1.2
Ford_Fiesta,2009,3491,Manual,71926,Petrol,145,49.6,1.2
Ford_KA,2012,3491,Manual,86667,Petrol,30,57.7,1.2
Ford_Fusion,2009,2491,Manual,86022,Petrol,205,43.5,1.4
Ford_EcoSport,2018,13795,Manual,17722,Diesel,145,68.9,1.5
Ford_Focus,2019,16498,Manual,7866,Petrol,145,49.6,1.0
Ford_Focus,2018,12350,Manual,9247,Petrol,145,60.1,1.0
Ford_Mondeo,2020,20499,Manual,12,Diesel,145,49.6,2.0
Ford_Fiesta,2017,10995,Manual,14532,Petrol,145,65.7,1.0
Ford_Mondeo,2015,7295,Manual,74810,Diesel,0,78.5,1.6
Ford_Mondeo,2015,5795,Manual,150890,Diesel,30,65.7,2.0
Ford_Focus,2015,5795,Manual,105260,Petrol,20,60.1,1.0
Ford_Mondeo,2015,8295,Manual,80280,Diesel,20,68.9,2.0
Ford_Mondeo,2017,7195,Manual,117390,Diesel,20,67.3,2.0
Ford_S-MAX,2013,11000,Automatic,71430,Diesel,300,39.8,2.2
Ford_Focus,2019,18250,Automatic,9996,Diesel,145,74.3,1.5
Ford_Kuga,2018,14995,Manual,14354,Diesel,145,64.2,1.5
Ford_Kuga,2017,15495,Manual,62302,Diesel,125,60.1,2.0
Ford_Kuga,2018,15850,Manual,10334,Diesel,145,64.2,1.5
Ford_Focus,2018,16995,Manual,9366,Petrol,145,60.1,1.0
Ford_C-MAX,2017,11895,Semi-Auto,17454,Diesel,20,64.2,1.5
Ford_Edge,2018,23795,Automatic,23703,Diesel,145,47.9,2.0
Ford_EcoSport,2018,13950,Manual,13200,Petrol,145,54.3,1.0
Ford_Fiesta,2017,13745,Manual,11964,Petrol,145,47.9,1.6
Ford_Fiesta,2018,9790,Manual,20207,Petrol,145,65.7,1.0
Ford_Fiesta,2019,17490,Manual,5079,Petrol,150,40.3,1.5
Ford_Focus,2016,22390,Manual,28794,Petrol,235,36.7,2.3
Ford_Galaxy,2017,19995,Manual,22995,Diesel,125,56.5,2.0
Ford_Fiesta,2017,10195,Manual,34381,Petrol,145,65.7,1.0
Ford_B-MAX,2014,6000,Manual,33190,Diesel,20,68.9,1.5
Ford_Kuga,2013,9795,Automatic,57080,Petrol,265,36.7,1.6
Ford_Mondeo,2016,7500,Manual,101980,Diesel,20,67.3,2.0
Ford_Kuga,2017,14000,Automatic,49550,Diesel,150,54.3,2.0
Ford_S-MAX,2017,11495,Manual,97390,Diesel,145,56.5,2.0
Ford_Fiesta,2015,6195,Manual,75720,Petrol,20,62.8,1.0
Ford_Focus,2016,8000,Automatic,61630,Diesel,0,67.3,1.5
Ford_Mondeo,2016,7795,Manual,92070,Diesel,20,67.3,2.0
Ford_Fiesta,2015,5795,Manual,25449,Petrol,30,54.3,1.2
Ford_Fiesta,2009,3295,Manual,95000,Petrol,145,49.6,1.4
Ford_Focus,2010,2995,Manual,114000,Petrol,200,42.2,1.6
Ford_Fiesta,2008,1695,Manual,116000,Petrol,145,47.1,1.2
Ford_C-MAX,2008,2495,Manual,91000,Petrol,240,39.8,1.8
Ford_Mondeo,2011,3995,Manual,62000,Petrol,265,35.8,2.0
Ford_Fiesta,2013,5995,Manual,43000,Petrol,30,54.3,1.2
Ford_Fiesta,2015,7799,Manual,19110,Petrol,125,54.3,1.2
Ford_Focus,2015,7299,Manual,66804,Diesel,0,74.3,1.5
Ford_Fiesta,2016,7690,Manual,19131,Petrol,125,54.3,1.2
Ford_EcoSport,2018,13950,Manual,3800,Petrol,145,53.3,1.0
Ford_Kuga,2015,9950,Manual,30268,Diesel,125,60.1,2.0
Ford_Fiesta,2016,9450,Manual,28600,Petrol,0,65.7,1.0
Ford_Fiesta,2013,4000,Manual,111530,Petrol,0,65.7,1.0
Ford_Mondeo,2016,7695,Manual,90610,Diesel,20,68.9,2.0
Ford_Fiesta,2018,10095,Manual,22790,Petrol,145,58.9,1.0
Ford_Fiesta,2019,15995,Manual,13194,Petrol,145,40.3,1.5
Ford_Fiesta,2017,8995,Manual,18792,Petrol,145,54.3,1.2
Ford_Focus,2019,17895,Manual,1696,Petrol,145,60.1,1.0
Ford_Fiesta,2017,10395,Manual,9029,Petrol,145,65.7,1.0
Ford_Focus,2019,17495,Manual,2808,Petrol,145,60.1,1.0
Ford_EcoSport,2019,15495,Automatic,14447,Petrol,145,45.6,1.0
Ford_Kuga,2018,15795,Manual,16778,Diesel,145,64.2,1.5
Ford_Focus,2017,9595,Automatic,49773,Petrol,145,51.4,1.0
Ford_EcoSport,2016,10495,Automatic,11075,Petrol,160,44.8,1.5
Ford_Fiesta,2013,6295,Manual,40820,Petrol,30,54.3,1.2
Ford_Galaxy,2016,14500,Manual,87180,Diesel,125,56.5,2.0
Ford_Kuga,2015,8000,Manual,120480,Diesel,125,60.1,2.0
Ford_Fiesta,2015,8500,Manual,24770,Petrol,20,62.8,1.0
Ford_Mondeo,2017,9000,Manual,87390,Diesel,30,65.7,2.0
Ford_Focus,2016,7195,Manual,71350,Diesel,0,74.3,1.5
Ford_Focus,2015,7695,Manual,59260,Diesel,0,74.3,1.5
Ford_Mondeo,2016,8295,Manual,75580,Diesel,0,78.5,1.5
Ford_Mondeo,2016,8000,Manual,80560,Diesel,125,68.9,2.0
Ford_S-MAX,2015,11500,Manual,82370,Petrol,125,56.5,1.5
Ford_Focus,2015,9170,Manual,28000,Petrol,20,61.4,0.0
Ford_Focus,2019,18699,Manual,10000,Petrol,145,46.3,0.0
Ford_Fiesta,2009,3995,Manual,70000,Diesel,20,67.3,1.6
Ford_Focus,2011,4995,Manual,69000,Petrol,150,47.1,1.6
Ford_Kuga,2018,15990,Manual,16009,Petrol,145,39.2,1.5
Ford_Kuga,2013,8995,Manual,75000,Diesel,200,47.9,2.0
Ford_Edge,2016,17995,Manual,52000,Diesel,200,47.9,2.0
Ford_Focus,2017,10697,Manual,22946,Diesel,145,74.3,1.5
Ford_Focus,2014,5895,Manual,59306,Petrol,30,56.5,1.0
Ford_Fiesta,2017,9899,Manual,10000,Petrol,0,65.7,0.0
Ford_Ka+,2018,9999,Manual,15000,Petrol,145,43.5,0.0
Ford_EcoSport,2018,12973,Manual,23000,Petrol,145,54.3,0.0
Ford_EcoSport,2019,15904,Manual,5000,Petrol,145,52.3,0.0
Ford_Fiesta,2017,9204,Manual,28000,Petrol,145,65.7,0.0
Ford_Ka+,2020,11999,Manual,2000,Petrol,145,43.5,0.0
Ford_EcoSport,2018,11999,Manual,28000,Petrol,145,53.3,0.0
Ford_Fiesta,2017,9080,Manual,20000,Petrol,0,65.7,0.0
Ford_Fiesta,2017,9046,Manual,22000,Petrol,0,65.7,0.0
Ford_Fiesta,2017,11783,Automatic,23000,Petrol,0,57.7,0.0
Ford_Fiesta,2017,9275,Automatic,34000,Petrol,0,57.7,0.0
Ford_Focus,2018,18389,Manual,19000,Petrol,145,67.3,0.0
Ford_Fiesta,2019,21999,Manual,4000,Petrol,145,40.3,0.0
Ford_Ka+,2019,9999,Manual,5000,Petrol,145,47.9,0.0
Ford_Ka+,2019,9999,Manual,10000,Petrol,145,47.9,0.0
Ford_Fiesta,2018,10903,Manual,8000,Petrol,150,65.7,0.0
Ford_Focus,2017,12975,Manual,11000,Petrol,145,51.4,0.0
Ford_Focus,2015,9072,Manual,23000,Petrol,20,58.9,0.0
Ford_Fiesta,2018,11325,Manual,23000,Petrol,150,65.7,0.0
Ford_Focus,2013,8999,Manual,34000,Petrol,150,47.1,0.0
Ford_Focus,2009,2991,Manual,89969,Petrol,205,42.2,1.6
Ford_Focus,2008,1999,Manual,101000,Petrol,200,42.2,1.6
Ford_Fiesta,2013,5500,Manual,62187,Petrol,30,54.3,1.2
Ford_Focus,2011,3499,Manual,84239,Petrol,235,40.4,1.8
Ford_Fiesta,2015,10699,Manual,29600,Petrol,145,47.9,1.6
Ford_Fiesta,2008,3499,Manual,69676,Petrol,150,49.6,1.4
Ford_Focus,2015,6999,Manual,55336,Diesel,0,67.3,1.5
Ford_Focus,2010,2799,Manual,100900,Petrol,205,42.2,1.6
Ford_Focus,2018,11995,Manual,25000,Petrol,145,57.7,1.0
Ford_Fiesta,2019,14295,Manual,6988,Petrol,145,65.7,1.0
Ford_Focus,2013,5999,Manual,62021,Diesel,20,67.3,1.6
Ford_Fusion,2010,2495,Manual,96000,Diesel,30,62.8,1.4
Ford_Focus,2010,2495,Manual,93900,Diesel,30,62.8,1.6
Ford_Mondeo,2010,2495,Manual,88642,Diesel,200,48.7,1.8
Ford_Focus,2010,3000,Manual,81124,Diesel,200,47.9,2.0
Ford_Focus,2008,2495,Manual,89000,Diesel,30,62.8,1.6
Ford_Fiesta,2017,9999,Manual,19000,Petrol,145,85.6,0.0
Ford_Fiesta,2018,12124,Automatic,11000,Petrol,145,54.3,0.0
Ford_Fiesta,2018,14175,Manual,9000,Petrol,150,58.9,0.0
Ford_Fiesta,2014,5769,Manual,73000,Petrol,0,65.7,0.0
Ford_Fiesta,2018,12999,Manual,15000,Petrol,150,58.9,0.0
Ford_EcoSport,2017,9951,Manual,15000,Petrol,150,52.3,0.0
Ford_Mondeo,2013,5328,Manual,105000,Diesel,30,65.7,0.0
Ford_Fiesta,2017,8702,Manual,15000,Petrol,150,65.7,0.0
Ford_Focus,2018,12395,Manual,18280,Petrol,145,57.7,1.0
Ford_EcoSport,2018,13895,Automatic,28536,Petrol,145,48.7,1.0
Ford_Fiesta,2019,17250,Manual,13200,Petrol,150,40.3,1.5
Ford_KA,2009,2995,Manual,61000,Petrol,30,55.4,1.2
Ford_C-MAX,2016,11995,Automatic,33000,Diesel,125,56.5,2.0
Ford_C-MAX,2016,9799,Manual,22500,Petrol,30,55.4,1.0
Ford_Puma,2019,23999,Manual,3000,Hybrid,150,50.4,0.0
Ford_Grand C-MAX,2017,11799,Manual,23792,Petrol,30,54.3,1.0
Ford_C-MAX,2011,4795,Manual,62734,Petrol,200,42.8,1.6
Ford_Galaxy,2007,2495,Manual,133694,Diesel,235,43.5,2.0
Ford_Focus,2009,2395,Manual,102000,Diesel,30,58.9,1.6
Ford_C-MAX,2013,5975,Manual,50000,Diesel,30,61.4,1.6
Ford_Galaxy,2009,5275,Manual,75000,Diesel,200,45.6,2.0
Ford_Focus,2014,6275,Manual,55000,Petrol,30,56.5,1.0
Ford_Kuga,2009,5975,Manual,80000,Diesel,200,46.3,2.0
Ford_C-MAX,2015,7990,Manual,34945,Petrol,30,55.4,1.0
Ford_Grand C-MAX,2012,5990,Manual,71848,Petrol,200,40.9,1.6
Ford_Kuga,2013,9990,Manual,51381,Diesel,200,47.9,2.0
Ford_Mondeo,2012,5995,Manual,77000,Diesel,125,57.7,2.0
Ford_Focus,2011,4995,Manual,69000,Diesel,20,67.3,1.6
Ford_Focus,2012,5495,Manual,76000,Diesel,20,67.3,1.6
Ford_Focus,2013,3990,Manual,114000,Diesel,20,67.3,1.6
Ford_Mondeo,2016,9990,Manual,58519,Diesel,0,78.5,1.5
Ford_Mondeo,2013,6995,Manual,71000,Diesel,30,62.8,2.0
Ford_S-MAX,2011,6990,Manual,67507,Diesel,165,50.4,2.0
Ford_Focus,2015,7475,Manual,50000,Petrol,20,61.4,1.0
Ford_KA,2008,1895,Manual,50990,Petrol,160,45.6,1.3
Ford_Kuga,2013,7875,Manual,100000,Diesel,200,47.9,2.0
Ford_C-MAX,2011,4490,Manual,78014,Diesel,30,61.4,1.6
Ford_Kuga,2011,7475,Manual,70000,Diesel,205,47.1,2.0
Ford_Focus,2014,5995,Semi-Auto,92000,Diesel,145,53.3,2.0
Ford_Mondeo,2010,3495,Manual,98000,Petrol,260,35.8,2.0
Ford_Focus,2013,5490,Manual,65815,Diesel,20,67.3,1.6
Ford_Mondeo,2014,7495,Manual,82000,Diesel,30,62.8,2.0
Ford_Focus,2015,6990,Manual,72160,Petrol,20,60.1,1.0
Ford_Grand C-MAX,2015,8990,Manual,35000,Diesel,125,60.1,1.6
Ford_S-MAX,2010,6490,Manual,71363,Diesel,200,47.1,2.0
Ford_Focus,2015,7499,Manual,59020,Diesel,20,67.3,1.6
Ford_S-MAX,2016,17499,Manual,33453,Diesel,125,51.4,2.0
Ford_Focus,2013,3995,Manual,89411,Diesel,0,83.1,1.6
Ford_C-MAX,2010,3195,Manual,73929,Diesel,30,57.7,1.6
Ford_S-MAX,2006,3875,Manual,120000,Diesel,210,44.1,2.0
Ford_Fiesta,2015,8275,Manual,35000,Petrol,20,62.8,1.0
Ford_Galaxy,2009,5475,Manual,58000,Diesel,200,44.8,1.8
Ford_Fiesta,2016,8475,Manual,27000,Petrol,20,62.8,1.0
Ford_Focus,2016,9299,Manual,23306,Diesel,0,74.3,1.5
Ford_Focus,2013,5899,Manual,50914,Diesel,20,67.3,1.6
Ford_Fiesta,2015,8999,Manual,22191,Petrol,0,65.7,1.0
Ford_Focus,2017,11699,Manual,13211,Petrol,145,57.7,1.0
Ford_Focus,2016,8499,Manual,25369,Petrol,20,60.1,1.0
Ford_Fiesta,2014,7749,Manual,37890,Petrol,0,65.7,1.0
Ford_Fiesta,2015,8899,Automatic,24068,Petrol,0,57.7,1.0
Ford_Fiesta,2017,9999,Manual,30060,Petrol,145,65.7,1.0
Ford_Kuga,2018,15599,Manual,17943,Diesel,145,60.1,2.0
Ford_Focus,2016,10499,Manual,14808,Diesel,0,74.3,1.5
Ford_C-MAX,2009,1995,Manual,79606,Petrol,240,39.8,1.8
Ford_Focus,2016,9295,Manual,54385,Petrol,20,60.1,1.0
Ford_Mondeo,2014,8995,Manual,68333,Diesel,30,61.4,2.0
Ford_EcoSport,2016,7759,Manual,54000,Petrol,125,52.3,1.0
Ford_Focus,2011,5495,Automatic,76317,Diesel,150,53.3,2.0
Ford_KA,2012,3295,Manual,45500,Petrol,30,57.7,1.2
Ford_Focus,2008,3695,Automatic,65782,Petrol,260,37.7,1.6
Ford_Mondeo,2015,10995,Manual,66509,Diesel,125,58.9,2.0
Ford_Mondeo,2011,3495,Manual,84951,Diesel,145,53.3,2.0
Ford_Mondeo,2014,8995,Manual,71869,Diesel,30,61.4,2.0
Ford_Fiesta,2016,8975,Manual,25000,Petrol,20,62.8,1.0
Ford_Fiesta,2016,8990,Manual,23377,Petrol,0,65.7,1.0
Ford_Fiesta,2017,9999,Manual,20000,Petrol,0,65.7,0.0
Ford_Fiesta,2015,6999,Manual,44000,Petrol,125,54.3,0.0
Ford_KA,2017,7999,Manual,18000,Petrol,145,57.7,0.0
Ford_Focus,2019,15999,Manual,4000,Petrol,145,48.7,0.0
Ford_Kuga,2014,8999,Manual,75207,Diesel,200,47.9,2.0
Ford_Fiesta,2010,3695,Manual,57440,Petrol,125,50.4,1.2
Ford_Focus,2014,5995,Manual,82399,Diesel,20,67.3,1.6
Ford_Focus,2012,6195,Manual,31543,Diesel,20,67.3,1.6
Ford_Focus,2013,4495,Manual,99400,Petrol,30,56.5,1.0
Ford_Fiesta,2015,9495,Manual,13000,Petrol,20,62.8,1.0
Ford_Focus,2013,4995,Manual,106000,Diesel,125,56.5,2.0
Ford_Fiesta,2009,3495,Manual,89000,Diesel,0,76.3,1.6
Ford_KA,2014,5495,Manual,4800,Petrol,30,57.7,1.2
Ford_Focus,2015,6475,Manual,80000,Diesel,0,74.3,1.5
Ford_Focus,2019,17199,Manual,4928,Diesel,145,74.3,1.5
Ford_Kuga,2017,14699,Manual,18535,Diesel,125,60.1,2.0
Ford_Focus,2015,11599,Manual,36601,Diesel,20,67.3,2.0
Ford_Focus,2019,17999,Automatic,3016,Diesel,145,64.2,2.0
Ford_Focus,2019,16999,Manual,3774,Diesel,145,80.7,1.5
Ford_Focus,2019,17999,Automatic,4147,Diesel,145,64.2,2.0
Ford_Focus,2015,7699,Manual,69205,Diesel,0,74.3,1.5
Ford_Focus,2018,13999,Automatic,11233,Petrol,145,48.7,1.0
Ford_Focus,2013,5347,Manual,84219,Diesel,20,67.3,1.6
Ford_Fiesta,2017,7667,Manual,11050,Petrol,145,65.7,1.0
Ford_Mondeo,2014,7875,Manual,70000,Diesel,30,61.4,2.0
Ford_Mondeo,2011,4975,Manual,60000,Petrol,260,35.8,2.0
Ford_Fiesta,2011,4495,Manual,66000,Diesel,20,68.9,1.4
Ford_Kuga,2014,8975,Manual,60000,Diesel,200,47.9,2.0
Ford_C-MAX,2015,7975,Manual,29000,Diesel,30,61.4,1.6
Ford_Focus,2018,11495,Manual,14174,Petrol,145,61.4,1.0
Ford_EcoSport,2016,9799,Manual,16909,Petrol,125,52.3,1.0
Ford_Focus,2017,12369,Manual,17028,Petrol,145,57.7,1.0
Ford_Mondeo,2016,11399,Manual,26162,Diesel,30,64.2,2.0
Ford_Fiesta,2016,8999,Manual,5366,Petrol,0,65.7,1.0
Ford_Kuga,2017,12799,Manual,31374,Diesel,125,60.1,2.0
Ford_Focus,2018,19759,Manual,10586,Petrol,145,41.5,2.0
Ford_Fiesta,2016,8399,Manual,8886,Petrol,125,54.3,1.2
Ford_Fiesta,2015,7999,Manual,21939,Petrol,0,65.7,1.0
Ford_Mondeo,2016,14999,Automatic,17835,Petrol,235,38.2,2.0
Ford_EcoSport,2017,11999,Manual,24000,Petrol,145,52.3,0.0
Ford_EcoSport,2018,16499,Automatic,8000,Petrol,145,45.6,0.0
Ford_EcoSport,2018,12867,Manual,9000,Petrol,145,54.3,0.0
Ford_Fiesta,2018,11463,Manual,18000,Petrol,145,65.7,0.0
Ford_Fiesta,2017,11289,Manual,9000,Petrol,20,62.8,0.0
Ford_KA,2018,9899,Manual,6000,Petrol,145,43.5,0.0
Ford_KA,2018,8135,Manual,6000,Petrol,145,57.7,0.0
Ford_KA,2019,9999,Manual,10000,Petrol,145,47.9,0.0
Ford_KA,2018,8444,Manual,17000,Petrol,145,57.7,0.0
Ford_Focus,2018,12999,Manual,11000,Petrol,145,60.1,0.0
Ford_C-MAX,2016,10499,Manual,13507,Diesel,20,68.9,1.5
Ford_Fiesta,2018,14599,Manual,18528,Petrol,145,62.8,1.0
Ford_Kuga,2014,11899,Automatic,42440,Petrol,260,36.7,1.6
Ford_Focus,2017,16699,Manual,14728,Petrol,145,41.5,2.0
Ford_C-MAX,2017,10689,Automatic,9797,Diesel,145,64.2,1.5
Ford_Mondeo,2016,11699,Automatic,79319,Diesel,125,57.7,2.0
Ford_Fiesta,2016,7999,Manual,13455,Diesel,0,78.5,1.5
Ford_Fiesta,2015,7249,Manual,35752,Petrol,0,65.7,1.0
Ford_Focus,2015,8299,Manual,60912,Diesel,0,74.3,1.5
Ford_Grand C-MAX,2013,6699,Manual,59122,Diesel,125,57.7,1.6
Ford_B-MAX,2012,6000,Manual,63750,Petrol,30,55.4,1.0
Ford_Focus,2013,5000,Manual,102500,Diesel,20,67.3,1.6
Ford_EcoSport,2017,9995,Manual,18143,Petrol,125,53.3,1.0
Ford_Galaxy,2016,17995,Automatic,12181,Diesel,145,52.3,2.0
Ford_Focus,2015,6995,Manual,62903,Diesel,0,74.3,1.5
Ford_Kuga,2017,13495,Manual,22100,Diesel,145,64.2,1.5
Ford_Edge,2017,17295,Manual,38778,Diesel,160,48.7,2.0
Ford_Fiesta,2014,8395,Manual,7986,Petrol,0,65.7,1.0
Ford_KA,2010,3195,Manual,80000,Petrol,30,55.4,1.2
Ford_Fiesta,2013,7999,Manual,8527,Petrol,30,54.3,1.2
Ford_Fiesta,2018,10999,Automatic,30232,Petrol,145,48.7,1.0
Ford_Focus,2017,11999,Manual,28036,Diesel,145,74.3,1.5
Ford_Fiesta,2016,8999,Automatic,27820,Petrol,30,57.7,1.0
Ford_Fiesta,2015,6999,Manual,47612,Diesel,0,76.4,1.5
Ford_Kuga,2013,7999,Manual,69157,Diesel,150,53.3,2.0
Ford_Fiesta,2009,5295,Automatic,33000,Petrol,200,43.4,1.4
Ford_Kuga,2014,9500,Automatic,70000,Diesel,200,45.6,2.0
Ford_Mondeo,2013,9500,Automatic,39876,Petrol,260,36.7,2.0
Ford_Kuga,2016,15598,Manual,17642,Diesel,145,54.3,2.0
Ford_Fiesta,2014,8999,Automatic,24867,Petrol,145,47.9,1.6
Ford_Mondeo,2010,4699,Manual,76249,Diesel,205,50.4,1.8
Ford_Fiesta,2015,7499,Manual,33358,Petrol,30,54.3,1.2
Ford_Focus,2016,8999,Manual,28883,Diesel,0,67.3,1.5
Ford_Focus,2009,2995,Manual,109000,Diesel,145,53.3,1.8
Ford_Focus,2008,2295,Manual,81000,Diesel,145,54.3,1.8
Ford_Focus,2009,2495,Manual,118000,Diesel,30,62.8,1.6
Ford_Fiesta,2016,6495,Manual,65000,Petrol,0,65.7,1.0
Ford_Fiesta,2009,3495,Manual,87000,Petrol,150,47.9,1.6
Ford_Fiesta,2009,3895,Manual,65000,Petrol,150,47.9,1.6
Ford_Fiesta,2018,7899,Manual,27784,Petrol,145,64.2,1.1
Ford_Mondeo,2018,13999,Automatic,32416,Diesel,145,45.6,2.0
Ford_Fiesta,2016,8799,Manual,23641,Petrol,0,65.7,1.0
Ford_C-MAX,2012,6599,Manual,50400,Petrol,200,42.8,1.6
Ford_Grand Tourneo Connect,2015,6499,Manual,115613,Diesel,125,58.9,1.6
Ford_S-MAX,2017,15795,Manual,32668,Diesel,125,56.5,2.0
Ford_S-MAX,2018,20995,Manual,35805,Diesel,145,56.5,2.0
Ford_Fiesta,2016,8000,Manual,19985,Petrol,125,54.3,1.2
Ford_EcoSport,2017,10000,Manual,24000,Petrol,125,52.3,1.0
Ford_Focus,2017,12299,Manual,17896,Diesel,145,74.3,1.5
Ford_Focus,2017,11999,Manual,17296,Diesel,145,74.3,1.5
Ford_Fiesta,2016,8516,Manual,33350,Petrol,20,62.8,1.0
Ford_B-MAX,2014,7159,Manual,24367,Diesel,20,68.9,1.5
Ford_C-MAX,2016,8999,Manual,23112,Diesel,20,68.9,1.5
Ford_Focus,2015,13999,Manual,30367,Petrol,200,41.5,2.0
Ford_Mondeo,2013,6399,Manual,43441,Diesel,125,57.7,2.0
Ford_EcoSport,2019,14899,Manual,1866,Petrol,145,52.3,1.0
Ford_Fiesta,2016,9049,Manual,23813,Petrol,20,62.8,1.0
Ford_Focus,2018,13199,Manual,21622,Petrol,145,57.7,1.0
Ford_Mondeo,2018,13999,Automatic,36720,Diesel,145,45.6,2.0
Ford_Focus,2015,13749,Manual,32258,Diesel,20,67.3,2.0
Ford_Focus,2016,14999,Manual,30341,Diesel,20,67.3,2.0
Ford_Mondeo,2018,13699,Automatic,41975,Diesel,145,45.6,2.0
Ford_Fiesta,2013,5699,Manual,37168,Petrol,30,54.3,1.2
Ford_Fiesta,2015,8799,Manual,31117,Petrol,0,65.7,1.0
Ford_Fiesta,2015,7299,Manual,46923,Petrol,0,65.7,1.0
Ford_EcoSport,2015,7599,Manual,31433,Petrol,125,53.3,1.0
Ford_Fiesta,2017,7299,Manual,26932,Petrol,125,54.3,1.2
Ford_Kuga,2019,16499,Manual,10870,Diesel,145,38.2,2.0
Ford_Focus,2017,12395,Manual,19127,Diesel,145,74.3,1.5
Ford_Mondeo,2015,9599,Manual,49163,Diesel,0,78.5,1.5
Ford_Focus,2017,12599,Manual,10760,Diesel,145,74.3,1.5
Ford_Focus,2014,7749,Manual,69779,Petrol,145,47.1,1.6
Ford_Focus,2016,14499,Manual,32967,Diesel,20,67.3,2.0
Ford_Focus,2014,6599,Manual,59964,Petrol,145,47.9,1.6
Ford_Kuga,2016,13299,Manual,52416,Diesel,125,60.1,2.0
Ford_Mondeo,2016,9105,Manual,92666,Diesel,20,68.9,2.0
Ford_Focus,2016,14545,Manual,33461,Petrol,200,41.5,2.0
Ford_Focus,2018,12299,Manual,13430,Petrol,145,57.7,1.0
Ford_Fiesta,2013,6299,Manual,41177,Petrol,30,54.3,1.2
Ford_Kuga,2017,13499,Manual,43645,Diesel,125,60.1,2.0
Ford_Fiesta,2017,10299,Manual,21245,Petrol,20,62.8,1.0
Ford_Focus,2016,10999,Manual,28848,Diesel,20,67.3,1.5
Ford_C-MAX,2016,9795,Automatic,25481,Diesel,20,64.2,1.5
Ford_Mondeo,2015,8999,Manual,86388,Diesel,30,64.2,2.0
Ford_Galaxy,2017,17999,Manual,32841,Diesel,125,56.5,2.0
Ford_Grand C-MAX,2016,9351,Manual,59478,Petrol,30,54.3,1.0
Ford_Focus,2017,12299,Manual,17779,Petrol,145,57.7,1.0
Ford_Focus,2018,18256,Manual,10138,Diesel,145,67.3,2.0
Ford_Fiesta,2015,7995,Manual,45000,Petrol,0,65.7,1.0
Ford_Fiesta,2012,5295,Automatic,78500,Petrol,165,42.8,1.4
Ford_EcoSport,2016,10995,Automatic,7600,Petrol,160,44.8,1.5
Ford_Focus,2017,13195,Manual,13000,Petrol,20,60.1,1.0
Ford_Kuga,2014,10499,Manual,40114,Diesel,200,47.9,2.0
Ford_Focus,2017,22000,Manual,36437,Petrol,235,36.7,2.3
Ford_KA,2011,3000,Manual,64304,Petrol,30,57.7,1.2
Ford_B-MAX,2016,8000,Manual,5811,Petrol,145,47.1,1.4
Ford_KA,2014,3595,Manual,53332,Petrol,30,57.7,1.2
Ford_Fiesta,2017,9899,Manual,30526,Petrol,0,65.7,1.0
Ford_Kuga,2019,19799,Manual,7767,Diesel,145,47.9,2.0
Ford_Focus,2014,7599,Automatic,39915,Petrol,160,44.1,1.6
Ford_Fiesta,2016,7999,Manual,31757,Diesel,0,78.5,1.5
Ford_Kuga,2017,15999,Manual,30046,Diesel,145,60.1,2.0
Ford_Fiesta,2016,8299,Manual,17795,Petrol,125,54.3,1.2
Ford_Focus,2013,7299,Manual,62943,Diesel,20,67.3,1.6
Ford_Focus,2015,8299,Automatic,52816,Diesel,20,67.3,1.5
Ford_Fiesta,2017,8599,Manual,30925,Petrol,0,65.7,1.0
Ford_Mondeo,2014,9149,Manual,32904,Diesel,30,61.4,2.0
Ford_Focus,2016,11995,Automatic,12320,Petrol,125,51.4,1.0
Ford_Fiesta,2017,8995,Manual,9202,Petrol,0,65.7,1.0
Ford_Fiesta,2014,6599,Manual,38217,Petrol,30,54.3,1.2
Ford_Fiesta,2015,7499,Manual,31737,Petrol,0,65.7,1.0
Ford_Focus,2016,8599,Manual,58312,Diesel,0,74.3,1.5
Ford_Fiesta,2015,7099,Manual,44893,Petrol,125,54.3,1.2
Ford_Mondeo,2015,9299,Automatic,78798,Diesel,125,57.7,2.0
